,Unnamed: 0,KEMENTERIAN/LEMBAGA,SUMBER DANA,PROGRAM,FUNGSI,OUTPUT (KRO),JENIS BELANJA,AKUN 4 DIGIT,REALISASI BELANJA KL (KRO),Nilai,PAGU DIPA REVISI,BLOKIR DIPA REVISI,PAGU DIPA AWAL,BLOKIR DIPA AWAL,Tahun
89178,89178,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEG Konferensi dan Event,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,644394923.0,659009220.0,732784000.0,0.0,786248000.0,0.0,2023
89179,89179,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5806 BMB Komunikasi Publik,52 BELANJA BARANG,5211 Belanja Barang Operasional,2053475156800.0,2053615156800.0,2056526000000.0,0.0,2133250000000.0,138000000000.0,2023
89180,89180,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5806 BMB Komunikasi Publik,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,322928083728.0,324643529244.0,325768703000.0,0.0,340304106000.0,0.0,2023
89181,89181,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5806 BMB Komunikasi Publik,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,40292068.0,40919278.0,41175000.0,0.0,2804959000.0,0.0,2023
89182,89182,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5807 AEA Koordinasi,52 BELANJA BARANG,5211 Belanja Barang Operasional,2352377348.0,2352377348.0,2376823000.0,0.0,5333373000.0,0.0,2023
89183,89183,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5807 AEA Koordinasi,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,7182644800.0,7182644800.0,7210301000.0,0.0,4539325000.0,0.0,2023
89184,89184,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5807 AEA Koordinasi,52 BELANJA BARANG,5221 Belanja Jasa,639900000.0,639900000.0,639900000.0,0.0,888000000.0,0.0,2023
89185,89185,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5807 AEA Koordinasi,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,1196655960.0,1241012320.0,1241188000.0,0.0,3974354000.0,0.0,2023
89186,89186,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,6573 EBA Layanan Dukungan Manajemen Internal,51 BELANJA PEGAWAI,5113 Belanja Gaji dan Tunjangan Pejabat Negara,313117391980.0,313117391980.0,314398864000.0,0.0,320335332000.0,0.0,2023
89187,89187,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,6573 EBA Layanan Dukungan Manajemen Internal,51 BELANJA PEGAWAI,5121 Belanja Honorarium,599670389220.0,599978986350.0,618849964000.0,0.0,654164140000.0,0.0,2023
89188,89188,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,6573 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,111288500000.0,111288500000.0,111464100000.0,0.0,122477220000.0,10000820000.0,2023
89189,89189,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 02 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,6573 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,102915000000.0,102915000000.0,103102300000.0,0.0,103500000000.0,0.0,2023
127812,127812,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5781 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,1591773320.0,1591773320.0,1591774000.0,0.0,2189616000.0,0.0,2024
127813,127813,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5781 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,3739973582.0,3739973582.0,3740060000.0,0.0,3990128000.0,0.0,2024
127814,127814,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5781 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,303741600.0,303741600.0,304242000.0,0.0,130200000.0,0.0,2024
127815,127815,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5781 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,793725125.0,908600930.0,908603000.0,0.0,1620795000.0,0.0,2024
127816,127816,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5782 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,810594326.0,810594326.0,810612000.0,0.0,1327040000.0,0.0,2024
127817,127817,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5782 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,917343500.0,917343500.0,917486000.0,0.0,699989000.0,0.0,2024
127818,127818,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5782 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,540101670.0,540101670.0,540403000.0,0.0,217500000.0,0.0,2024
127819,127819,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5782 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,764474970.0,835759780.0,835840000.0,0.0,1200996000.0,0.0,2024
127820,127820,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5783 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,963414400.0,967274400.0,967428000.0,0.0,1251708000.0,0.0,2024
127821,127821,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5783 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,265201800.0,265201800.0,265212000.0,0.0,257181000.0,0.0,2024
127822,127822,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5783 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,963952400.0,998260756.0,998271000.0,0.0,1335752000.0,0.0,2024
127823,127823,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,2695796411.0,2695796411.0,2818926000.0,0.0,4052308000.0,0.0,2024
127824,127824,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,6590968786.0,6590968786.0,6699818000.0,0.0,3985326000.0,0.0,2024
127825,127825,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,2763296695.0,2763296695.0,2774371000.0,0.0,273000000.0,0.0,2024
127826,127826,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,7098504782.0,7549402910.0,7649294000.0,0.0,2784956000.0,0.0,2024
127827,127827,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,3308164020.0,3784122970.0,3805832000.0,0.0,6613580000.0,0.0,2024
127828,127828,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,83201527470.0,83201527470.0,83256469000.0,0.0,75281178000.0,0.0,2024
127829,127829,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,11353508000.0,11353508000.0,11522768000.0,0.0,14404140000.0,0.0,2024
127830,127830,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,22747540886.0,22747540886.0,22771777000.0,0.0,24962648000.0,0.0,2024
127831,127831,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5231 Belanja Pemeliharaan,3854058970.0,3854058970.0,3934000000.0,0.0,3934000000.0,0.0,2024
127832,127832,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,7435847061.0,7930244929.0,7985527000.0,0.0,13634449000.0,0.0,2024
127833,127833,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,53 BELANJA MODAL,5321 Belanja Modal Peralatan dan Mesin,,,,,3957000000.0,3957000000.0,2024
127834,127834,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,53 BELANJA MODAL,5361 Belanja Modal Fisik Lainnya,,,,,496000000.0,496000000.0,2024
127835,127835,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,12315180083.0,12315180083.0,12459515000.0,0.0,11361719000.0,0.0,2024
127836,127836,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,7215663430.0,7215663430.0,7387789000.0,0.0,7658610000.0,0.0,2024
127837,127837,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,5142346708.0,5142346708.0,5150532000.0,0.0,3910485000.0,0.0,2024
127838,127838,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5231 Belanja Pemeliharaan,982861849.0,982861849.0,1002709000.0,0.0,909434000.0,0.0,2024
127839,127839,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,6640497556.0,6787608673.0,6839294000.0,0.0,7611980000.0,0.0,2024
127840,127840,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,53 BELANJA MODAL,5321 Belanja Modal Peralatan dan Mesin,25807500.0,25807500.0,26000000.0,0.0,,,2024
127841,127841,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,53 BELANJA MODAL,5361 Belanja Modal Fisik Lainnya,373961500.0,373961500.0,374000000.0,0.0,210000000.0,0.0,2024
127842,127842,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,1042850550.0,1042850550.0,1042851000.0,0.0,1209500000.0,0.0,2024
127843,127843,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,389536000.0,389536000.0,390358000.0,0.0,581400000.0,0.0,2024
127844,127844,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5218 Belanja Barang Persediaan,453533235.0,453533235.0,458629000.0,0.0,198900000.0,0.0,2024
127845,127845,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5221 Belanja Jasa,846546030.0,846546030.0,864712000.0,0.0,914100000.0,0.0,2024
127846,127846,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,266955520.0,273133036.0,273134000.0,0.0,377504000.0,0.0,2024
127847,127847,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,53 BELANJA MODAL,5321 Belanja Modal Peralatan dan Mesin,,,,,585160000.0,585160000.0,2024
127848,127848,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5787 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,165312900.0,165312900.0,165440000.0,0.0,283660000.0,0.0,2024
127849,127849,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5787 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,1541038750.0,1541038750.0,1545209000.0,0.0,1955519000.0,0.0,2024
127850,127850,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5787 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,808925700.0,808925700.0,810121000.0,0.0,1015700000.0,0.0,2024
127851,127851,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5787 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5231 Belanja Pemeliharaan,11233200.0,11233200.0,11234000.0,0.0,15000000.0,0.0,2024
127852,127852,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5787 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,1183025525.0,1209223355.0,1210603000.0,0.0,1203789000.0,0.0,2024
127853,127853,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5788 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,3226004953.0,3226004953.0,3270688000.0,0.0,975408000.0,0.0,2024
127854,127854,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5788 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,3855676580.0,3855676580.0,3994937000.0,0.0,3735688000.0,0.0,2024
127855,127855,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5788 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,72813132883.0,72831354083.0,72885930000.0,0.0,53872942000.0,0.0,2024
127856,127856,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5788 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5231 Belanja Pemeliharaan,3569011.0,3569011.0,3570000.0,0.0,3600000.0,0.0,2024
127857,127857,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5788 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,4482658963.0,4859939013.0,4864958000.0,0.0,18726244000.0,0.0,2024
127858,127858,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 CAN Sarana Bidang Teknologi Informasi dan Komunikasi,52 BELANJA BARANG,5218 Belanja Barang Persediaan,405920000.0,405920000.0,406040000.0,0.0,,,2024
127859,127859,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 CAN Sarana Bidang Teknologi Informasi dan Komunikasi,53 BELANJA MODAL,5321 Belanja Modal Peralatan dan Mesin,37431842500.0,37431842500.0,37434960000.0,0.0,10800000000.0,10800000000.0,2024
127860,127860,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 CAN Sarana Bidang Teknologi Informasi dan Komunikasi,53 BELANJA MODAL,5361 Belanja Modal Fisik Lainnya,887000000.0,887000000.0,900000000.0,0.0,,,2024
127861,127861,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,84369653949.0,84371282749.0,84426578000.0,0.0,90598726000.0,0.0,2024
127862,127862,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,10374263084.0,10374263084.0,10507760000.0,0.0,10104010000.0,0.0,2024
127863,127863,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5218 Belanja Barang Persediaan,94330861479.0,94330861479.0,94337792000.0,0.0,74299379000.0,0.0,2024
127864,127864,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,22019832154.0,22019832154.0,22053346000.0,0.0,22394298000.0,12434400000.0,2024
127865,127865,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5231 Belanja Pemeliharaan,19731844567.0,19731844567.0,19753858000.0,0.0,18002141000.0,0.0,2024
127866,127866,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,4110249461.0,4182156005.0,4190801000.0,0.0,5877441000.0,0.0,2024
127867,127867,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBA Layanan Dukungan Manajemen Internal,53 BELANJA MODAL,5321 Belanja Modal Peralatan dan Mesin,,,,,1009535000.0,1009535000.0,2024
127868,127868,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBB Layanan Sarana dan Prasarana Internal,53 BELANJA MODAL,5321 Belanja Modal Peralatan dan Mesin,73288978734.0,73288978734.0,73351665000.0,0.0,27382467000.0,0.0,2024
127869,127869,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5791 EBB Layanan Sarana dan Prasarana Internal,53 BELANJA MODAL,5361 Belanja Modal Fisik Lainnya,,,,,2400000000.0,2400000000.0,2024
127870,127870,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5792 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,1199427500.0,1199427500.0,1200093000.0,0.0,918150000.0,0.0,2024
127871,127871,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5792 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,30000000.0,30000000.0,30000000.0,0.0,125700000.0,0.0,2024
127872,127872,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5792 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,1587427555.0,1747283000.0,1748531000.0,0.0,2655030000.0,0.0,2024
127873,127873,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5792 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,9596000.0,9596000.0,9600000.0,0.0,9000000.0,0.0,2024
127874,127874,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5792 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5221 Belanja Jasa,6200000.0,6200000.0,6200000.0,0.0,13600000.0,0.0,2024
127875,127875,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5793 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,234705950.0,234705950.0,234784000.0,0.0,663520000.0,0.0,2024
127876,127876,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5793 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,2308088400.0,2308088400.0,2308103000.0,0.0,2120265000.0,0.0,2024
127877,127877,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5793 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,158058382.0,158058382.0,158059000.0,0.0,736000000.0,0.0,2024
127878,127878,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5793 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,2118107554.0,2152618950.0,2152620000.0,0.0,2243486000.0,0.0,2024
127879,127879,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5793 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,,,,,594243000.0,0.0,2024
127880,127880,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5793 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,2400000.0,2400000.0,2400000.0,0.0,2700000.0,0.0,2024
127881,127881,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5794 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,49863000.0,49863000.0,49863000.0,0.0,280000000.0,0.0,2024
127882,127882,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5794 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,8802187131.0,8802187131.0,9187684000.0,0.0,262586000.0,0.0,2024
